d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,11074.00,10824.93
it_devices_equipment,2017-2018,175329.06,179872.41
it_devices_equipment,2018-2019,155016.35,157468.70
it_devices_equipment,2019-2020,166347.51,164873.57
it_devices_equipment,2020-2021,153475.11,145869.41
it_devices_equipment,2021-2022,36965.99,34953.60
it_software_licensing,2017-2018,1142480.46,1171685.45
it_software_licensing,2018-2019,1556878.38,1581646.34
it_software_licensing,2019-2020,1510903.57,1497037.93
it_software_licensing,2020-2021,799128.03,758360.55
it_software_licensing,2021-2022,348350.66,323589.40
