owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,27058.90,27895.32
aafc-aac,2018-2019,24669.10,25147.82
aafc-aac,2019-2020,23623.63,23436.35
aafc-aac,2020-2021,5204.95,4916.75
aandc-aadnc,2019-2020,65584.36,64602.89
aandc-aadnc,2020-2021,28693.16,27104.40
atssc-scdata,2017-2018,7563.35,7796.63
atssc-scdata,2018-2019,8696.07,8862.72
atssc-scdata,2019-2020,2168.06,2174.77
cbsa-asfc,2017-2018,148270.16,152853.35
cbsa-asfc,2018-2019,148270.16,151111.48
cbsa-asfc,2019-2020,148676.38,147490.39
cbsa-asfc,2020-2021,148270.16,141200.74
cbsa-asfc,2021-2022,36965.99,35006.60
cer-rec,2017-2018,5066.20,5210.88
cer-rec,2018-2019,16618.34,16969.59
cer-rec,2019-2020,10989.11,10886.94
cer-rec,2020-2021,3058.13,2888.80
cfia-acia,2017-2018,12242.42,12596.38
cfia-acia,2018-2019,30817.13,31407.68
cfia-acia,2019-2020,30901.56,30655.06
cfia-acia,2020-2021,7683.18,7257.75
chrc-ccdp,2021-2022,12109.45,11467.59
cic,2017-2018,97303.02,100221.58
cic,2018-2019,122827.12,125897.43
cic,2019-2020,233984.34,230557.71
cic,2020-2021,99965.14,94430.02
cnsc-ccsn,2017-2018,2489.26,2567.34
cnsc-ccsn,2018-2019,13248.97,13469.71
cnsc-ccsn,2019-2020,4400.20,4413.82
cpc-cpp,2017-2018,8224.02,8476.99
cpc-cpp,2018-2019,10955.35,11165.29
cpc-cpp,2019-2020,2731.33,2739.79
crtc,2018-2019,9294.72,9449.58
crtc,2019-2020,3086.93,3096.48
csc-scc,2017-2018,214724.86,221362.24
csc-scc,2018-2019,161733.93,164965.85
csc-scc,2019-2020,148311.21,147355.98
csc-scc,2020-2021,31758.50,30000.02
csps-efpc,2017-2018,9079.16,9359.81
csps-efpc,2018-2019,9079.16,9253.15
csps-efpc,2019-2020,20178.03,19870.26
csps-efpc,2020-2021,9079.16,8646.27
csps-efpc,2021-2022,2263.57,2143.59
dfatd-maecd,2018-2019,235960.52,240125.57
dfatd-maecd,2019-2020,131004.63,130188.76
dfatd-maecd,2020-2021,27426.11,25907.51
dfo-mpo,2017-2018,102810.56,105842.63
dfo-mpo,2018-2019,52947.46,53850.13
dfo-mpo,2019-2020,52947.46,52898.17
dnd-mdn,2018-2019,17768.92,18117.61
dnd-mdn,2019-2020,7193.24,7072.19
dnd-mdn,2020-2021,7193.24,6861.64
ec,2017-2018,20588.68,21181.93
ec,2018-2019,15109.43,15512.81
ec,2019-2020,28109.90,27782.68
ec,2020-2021,37386.24,35603.88
ec,2021-2022,46739.03,43383.91
esdc-edsc,2017-2018,175816.26,181250.93
esdc-edsc,2018-2019,175816.26,179185.45
esdc-edsc,2019-2020,176297.94,174891.62
esdc-edsc,2020-2021,175816.26,167433.46
esdc-edsc,2021-2022,43833.64,41510.24
fcac-acfc,2019-2020,14569.27,14531.83
fin,2017-2018,28729.40,29617.45
fin,2018-2019,28772.04,29323.29
fin,2019-2020,27068.30,26858.96
fin,2020-2021,26455.70,25194.45
fin,2021-2022,26473.73,24613.31
fin,2022-2023,6600.30,5961.82
fintrac-canafe,2017-2018,13146.42,13552.79
iaac-aeic,2018-2019,7728.56,7857.32
iaac-aeic,2019-2020,14123.05,13996.47
iaac-aeic,2020-2021,11552.63,10992.14
iaac-aeic,2021-2022,2566.78,2430.73
irb-cisr,2019-2020,17498.51,17294.82
irb-cisr,2020-2021,23225.30,22117.93
irb-cisr,2021-2022,23225.30,21593.15
irb-cisr,2022-2023,5790.42,5230.28
jus,2017-2018,63126.89,65078.21
jus,2018-2019,63126.89,64336.60
jus,2019-2020,59941.74,59475.89
jus,2020-2021,14627.26,13817.34
mgerc-ceegm,2017-2018,2191.07,2261.36
nrcan-rncan,2017-2018,32394.87,33367.30
nrcan-rncan,2018-2019,32476.88,33122.31
nrcan-rncan,2019-2020,29435.30,29200.71
nrcan-rncan,2020-2021,7313.63,6908.67
nserc-crsng,2017-2018,9637.39,9933.84
nserc-crsng,2018-2019,12838.13,13084.15
nserc-crsng,2019-2020,13496.08,13423.86
nserc-crsng,2020-2021,10295.34,9816.74
nsira-ossnr,2021-2022,11574.56,10694.78
nsira-ossnr,2022-2023,3844.11,3472.24
