d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,344454.52,354691.74
1_facilities_and_construction,2018-2019,139988.51,142061.64
1_facilities_and_construction,2019-2020,243258.79,240378.05
1_facilities_and_construction,2020-2021,229195.73,218061.64
1_facilities_and_construction,2021-2022,93102.92,86832.58
10_office_management,2020-2021,11126.85,10553.17
11_defence,2018-2019,309348.04,315014.27
11_defence,2019-2020,106343.97,105585.56
11_defence,2020-2021,72630.82,69357.22
3_information_technology,2017-2018,12586.67,12933.52
3_information_technology,2021-2022,22858.71,21620.70
6_industrial_products_and_services,2017-2018,371180.35,382274.71
6_industrial_products_and_services,2018-2019,570043.96,578851.32
6_industrial_products_and_services,2019-2020,447633.64,445471.58
6_industrial_products_and_services,2020-2021,176389.95,167920.70
6_industrial_products_and_services,2021-2022,793465.43,741453.80
