d_fiscal_year,total,total_constant_2019_dollars
2017-2018,728221.54,749899.97
2018-2019,1019380.51,1035927.23
2019-2020,797236.41,791435.19
2020-2021,489343.35,465892.72
2021-2022,909427.06,849907.09
