d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1140122269.38,1169446069.72
2018-2019,1455220586.93,1477319229.24
2019-2020,1609825372.59,1595099141.17
2020-2021,1736917789.56,1650676166.47
2021-2022,1942861220.23,1801878823.60
