d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,152519026.01,156450842.44
it_consulting_services,2018-2019,236138224.97,239616184.04
it_consulting_services,2019-2020,235259840.73,233320965.35
it_consulting_services,2020-2021,204678716.18,194517691.09
it_consulting_services,2021-2022,229908340.71,213355213.61
it_devices_equipment,2017-2018,47261001.06,48482039.37
it_devices_equipment,2018-2019,47363874.70,48058471.69
it_devices_equipment,2019-2020,49999590.57,49600895.26
it_devices_equipment,2020-2021,43958564.92,41770255.11
it_devices_equipment,2021-2022,13587608.82,12538158.71
it_other,2017-2018,31581124.31,32395809.48
it_other,2018-2019,34280710.48,34808375.26
it_other,2019-2020,35908330.02,35587738.35
it_other,2020-2021,35517384.28,33757457.37
it_other,2021-2022,32192110.38,29853315.96
it_software_licensing,2017-2018,45753742.84,46934735.26
it_software_licensing,2018-2019,52292107.15,53092756.40
it_software_licensing,2019-2020,39775569.70,39424591.14
it_software_licensing,2020-2021,36835345.79,35014294.47
it_software_licensing,2021-2022,41543908.20,38582879.74
