d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2733041694.8901224
1_facilities_and_construction,2018-2019,2749012886.221197
1_facilities_and_construction,2019-2020,2841398141.969565
1_facilities_and_construction,2020-2021,2693129565.7603397
10_office_management,2017-2018,33176217.84082374
10_office_management,2018-2019,47530837.74219823
10_office_management,2019-2020,47586259.09806202
10_office_management,2020-2021,30386636.135185383
2_professional_services,2017-2018,811746921.5617839
2_professional_services,2018-2019,918745193.4714365
2_professional_services,2019-2020,879978468.0526602
2_professional_services,2020-2021,829190526.0549337
3_information_technology,2017-2018,100649509.94620332
3_information_technology,2018-2019,160141575.75272015
3_information_technology,2019-2020,166772366.53361905
3_information_technology,2020-2021,148054812.60819456
4_medical,2017-2018,180917.0230243475
4_medical,2018-2019,19982.809999999998
4_medical,2019-2020,12072.38
5_transportation_and_logistics,2017-2018,90208461.34448056
5_transportation_and_logistics,2018-2019,103797323.71193066
5_transportation_and_logistics,2019-2020,101252106.35834922
5_transportation_and_logistics,2020-2021,51967283.417463586
6_industrial_products_and_services,2017-2018,46708075.607097335
6_industrial_products_and_services,2018-2019,49403267.03317117
6_industrial_products_and_services,2019-2020,44975091.502273574
6_industrial_products_and_services,2020-2021,48036703.31882613
7_travel,2017-2018,1578950.2705870897
7_travel,2018-2019,500987.76941291045
7_travel,2019-2020,649948.4276988072
7_travel,2020-2021,1627525.891730185
8_security_and_protection,2017-2018,38302133.81080046
8_security_and_protection,2018-2019,36039117.875673585
8_security_and_protection,2019-2020,35982815.181490794
8_security_and_protection,2020-2021,30430552.455795687
9_human_capital,2017-2018,10670392.265792472
9_human_capital,2018-2019,12613169.687836483
9_human_capital,2019-2020,10016605.037481561
9_human_capital,2020-2021,10155285.419441385
NA,2017-2018,5469416.734889897
NA,2018-2019,5812153.58961614
NA,2019-2020,4766930.521739382
NA,2020-2021,9138489.014895482
