owner_org,d_fiscal_year,total
aafc-aac,2017-2018,356914.61
aafc-aac,2018-2019,8147.16
aafc-aac,2019-2020,8169.48
aafc-aac,2020-2021,8147.16
atssc-scdata,2017-2018,18971.67
atssc-scdata,2018-2019,15905.01
cra-arc,2018-2019,282347.77
cra-arc,2019-2020,413357.13
cra-arc,2020-2021,412227.74
crtc,2017-2018,457111.72
crtc,2018-2019,248807.41
crtc,2019-2020,18425.72
crtc,2020-2021,86315.28
dfatd-maecd,2018-2019,76369.89
dfatd-maecd,2019-2020,706786.45
dfatd-maecd,2020-2021,142670.71
dfo-mpo,2020-2021,14347.33
dnd-mdn,2017-2018,3016106.62
dnd-mdn,2018-2019,8813365.43
dnd-mdn,2019-2020,9728806.37
dnd-mdn,2020-2021,14985150.43
fcac-acfc,2018-2019,230464.90
fcac-acfc,2019-2020,81919.29
fcac-acfc,2020-2021,47807.36
fin,2017-2018,18456.06
hc-sc,2018-2019,492017.60
ic,2018-2019,45304.33
ic,2019-2020,234003.46
ic,2020-2021,68288.08
irb-cisr,2019-2020,68222.51
jus,2020-2021,8071.11
nfb-onf,2018-2019,29767.45
nfb-onf,2019-2020,29849.00
nfb-onf,2020-2021,104772.73
nrc-cnrc,2018-2019,15685.68
nrc-cnrc,2020-2021,10186.50
nrcan-rncan,2018-2019,165029.70
nserc-crsng,2017-2018,552265.41
nserc-crsng,2018-2019,122428.79
nserc-crsng,2019-2020,210033.15
nserc-crsng,2020-2021,151753.10
nsira-ossnr,2020-2021,191397.43
osfi-bsif,2017-2018,1590827.96
osfi-bsif,2018-2019,137009.44
osfi-bsif,2019-2020,552718.14
osfi-bsif,2020-2021,313083.13
pwgsc-tpsgc,2019-2020,13751.01
rcmp-grc,2017-2018,889215.39
rcmp-grc,2018-2019,53292.68
rcmp-grc,2019-2020,789532.73
rcmp-grc,2020-2021,19224.87
ssc-spc,2017-2018,17310685.56
ssc-spc,2018-2019,6316898.53
ssc-spc,2019-2020,12275358.97
ssc-spc,2020-2021,18662457.87
statcan,2017-2018,136382.83
statcan,2019-2020,37205.25
tc,2019-2020,103143.06
tc,2020-2021,18803.20
