d_most_recent_category,total,percentage
3_information_technology,130600912.81,0.6055
11_defence,84774021.52,0.393
6_industrial_products_and_services,152068.51,7e-4
1_facilities_and_construction,86992.62,4e-4
9_human_capital,31594.08,1e-4
10_office_management,29461.88,1e-4
2_professional_services,19897.94,1e-4
8_security_and_protection,11519.23,1e-4
