d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,286446.67902350816
1_facilities_and_construction,2018-2019,257892.17902350813
10_office_management,2017-2018,101190.8
11_defence,2019-2020,5550178.192988506
11_defence,2020-2021,5580757.687164751
3_information_technology,2018-2019,680915
5_transportation_and_logistics,2017-2018,534027.4865049684
5_transportation_and_logistics,2018-2019,195898.52349503164
5_transportation_and_logistics,2019-2020,2040675
5_transportation_and_logistics,2020-2021,967916.7047758284
6_industrial_products_and_services,2018-2019,274170.1807201459
6_industrial_products_and_services,2019-2020,225021.1539653601
6_industrial_products_and_services,2020-2021,224406.34206927987
9_human_capital,2019-2020,28278.049919999998
9_human_capital,2020-2021,560847.99008
