owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,663772.79
dfo-mpo,2018-2019,965925.32
dfo-mpo,2019-2020,2068953.05
dfo-mpo,2020-2021,1528764.69
dnd-mdn,2017-2018,257892.18
dnd-mdn,2018-2019,442950.56
dnd-mdn,2019-2020,5775199.35
dnd-mdn,2020-2021,5805164.03
