d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,286446.68,293802.60
1_facilities_and_construction,2018-2019,257892.18,261902.78
1_facilities_and_construction,2021-2022,27900.00,12033.84
10_office_management,2017-2018,101190.80,103616.50
11_defence,2019-2020,5550178.19,5502790.20
11_defence,2020-2021,5580757.69,5305460.49
11_defence,2021-2022,5580757.69,4365629.32
3_information_technology,2018-2019,680915.00,690153.46
3_information_technology,2021-2022,315401.32,265104.62
5_transportation_and_logistics,2017-2018,534027.49,547381.53
5_transportation_and_logistics,2018-2019,195898.52,199016.56
5_transportation_and_logistics,2019-2020,2040675.00,1991928.00
5_transportation_and_logistics,2020-2021,967916.70,917055.38
5_transportation_and_logistics,2021-2022,2502612.87,1889237.30
6_industrial_products_and_services,2018-2019,274170.18,277784.33
6_industrial_products_and_services,2019-2020,225021.15,223122.21
6_industrial_products_and_services,2020-2021,224406.34,213336.44
6_industrial_products_and_services,2021-2022,154303.82,37787.25
9_human_capital,2019-2020,28278.05,27593.71
9_human_capital,2020-2021,560847.99,531547.81
