d_most_recent_category,d_fiscal_year,total
6_industrial_products_and_services,2017-2018,862689.4205291971
6_industrial_products_and_services,2018-2019,1275360.8601866313
6_industrial_products_and_services,2019-2020,1372301.0083802736
6_industrial_products_and_services,2020-2021,1193263.1763370044
