d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,368925.51,379132.94
2_professional_services,2017-2018,232396.64,238486.67
2_professional_services,2018-2019,317823.20,323272.83
2_professional_services,2019-2020,84051.37,82307.52
2_professional_services,2020-2021,410451.30,389940.26
2_professional_services,2021-2022,160968.66,114008.17
3_information_technology,2017-2018,524971.58,538091.19
3_information_technology,2018-2019,1103887.12,1120043.98
3_information_technology,2019-2020,1395191.45,1382402.05
3_information_technology,2020-2021,2077917.94,1974511.76
3_information_technology,2021-2022,2156026.62,1624374.15
