d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,62724932.23,64351537.91
it_consulting_services,2018-2019,50533756.48,51320032.44
it_consulting_services,2019-2020,60903264.73,60308263.50
it_consulting_services,2020-2021,82166411.71,78082561.94
it_consulting_services,2021-2022,88478830.33,82149247.30
it_devices_equipment,2017-2018,11615709.31,11902024.25
it_devices_equipment,2018-2019,26366922.73,26736094.74
it_devices_equipment,2019-2020,38378140.71,38071924.76
it_devices_equipment,2020-2021,58299588.67,55387092.27
it_devices_equipment,2021-2022,51838265.28,47903266.02
it_other,2017-2018,1586443.01,1627426.06
it_other,2018-2019,1148135.84,1164105.69
it_other,2019-2020,2925533.64,2901300.96
it_other,2020-2021,1061340.43,1009139.59
it_other,2021-2022,858736.90,796419.66
it_software_licensing,2017-2018,27930972.61,28655240.76
it_software_licensing,2018-2019,28356619.52,28797616.64
it_software_licensing,2019-2020,28708798.17,28456154.57
it_software_licensing,2020-2021,29621648.57,28164887.31
it_software_licensing,2021-2022,25446280.44,23630978.36
