d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,95126.04073446328
1_facilities_and_construction,2019-2020,68053.21271877414
1_facilities_and_construction,2020-2021,67317.37654676259
10_office_management,2017-2018,NA
10_office_management,2018-2019,12962898.115788141
10_office_management,2019-2020,14354210.210152205
10_office_management,2020-2021,15208502.257246256
2_professional_services,2017-2018,NA
2_professional_services,2018-2019,NA
2_professional_services,2019-2020,22335644.03330528
2_professional_services,2020-2021,30628436.510755565
3_information_technology,2017-2018,NA
3_information_technology,2018-2019,NA
3_information_technology,2019-2020,126527286.38905852
3_information_technology,2020-2021,166954563.26291743
4_medical,2017-2018,908467.4434834812
4_medical,2018-2019,922202.5789909777
4_medical,2019-2020,806517.8968039901
4_medical,2020-2021,762280.5714716164
5_transportation_and_logistics,2017-2018,2506618.0197831816
5_transportation_and_logistics,2018-2019,643840.5024387205
5_transportation_and_logistics,2019-2020,663969.1695760543
5_transportation_and_logistics,2020-2021,765790.50826859
6_industrial_products_and_services,2017-2018,553138.0485917819
6_industrial_products_and_services,2018-2019,1039385.39893038
6_industrial_products_and_services,2019-2020,1233498.393849849
6_industrial_products_and_services,2020-2021,1089230.0044862896
8_security_and_protection,2017-2018,2492059.525358024
8_security_and_protection,2018-2019,306940.2683507388
8_security_and_protection,2019-2020,406434.51681828196
8_security_and_protection,2020-2021,2927333.109762051
9_human_capital,2017-2018,5194429.5890925685
9_human_capital,2018-2019,7591195.120078989
9_human_capital,2019-2020,9218158.003554763
9_human_capital,2020-2021,10947234.660542589
