d_vendor_name,overall_total
VERITAAQ TECHNOLOGY HOUSE,162799898.42
NORTHERN MICRO,85357820.05
TPG TECHNOLOGY CONSULTANTS,66039017.58
IBM CANADA,52219082.54
IRON MOUNTAIN,46692774.52
DATA COMMUNICATIONS MANAGEMENT,42531621.61
TOSHIBA CANADA,35596639.35
CALIAN,33181887.62
DONNA CONA,31093841.98
RANDSTAD,27489001.69
COSSETTE COMMUNICATIONS,25218105.32
SI SYSTEMS,24739337.42
CDW CANADA,23760270.26
ORACLE CANADA,23237899.76
SAP,22716520.21
BELL CANADA,18052918.22
MOORE CANADA,15366092.71
NIMBLE INFORMATION STRATEGIES,14033812.78
SUPREMEX,13936750.87
NISHA TECHONOLOGIES,13920722.50
MODIS CANADA,13758823.82
COFOMO,12582146.70
MICROSOFT CANADA,12008100.31
TEKNION,11439361.33
CANADA POST,11278790.64
GARTNER,8663791.33
AMAZON,8125385.05
OPENTEXT,7796865.58
TANKATEK,7685370.52
FORREST GREEN CONSULTING,7409997.26
CANADIAN CORPS OF COMMISSIONAIRES,7290151.57
WOLTERS KLUWER,7254398.24
THOMSON REUTERS,6534429.78
BANCTEC CANADA,6293729.69
PURESPIRIT SOLUTIONS,5936292.30
TEKSYSTEMS CANADA,5871797.40
HYPERTEC,5484274.77
ERNST YOUNG,5069912.13
ACT,4637893.99
MAXIMUS CANADA,4268195.32
ADVANCED CHIPPEWA TECHNOLOGIES,4005053.10
EMERION COFOMO FMC,3950340.18
NUIX NORTH AMERICA,3929330.76
ECLIPSYS SOLUTIONS,3922892.32
TELECOM COMPUTER SERVICES,3778954.19
PITNEY BOWES,3567996.41
SAS INSTITUTE,3526482.40
JLR,3457129.72
FEAST INTERACTIVE,3317732.22
SOFTCHOICE,3142715.22
IPSS,3001591.06
MORNEAU SHEPELL,2971145.82
HOMEWOOD HEALTH,2611643.87
S P GLOBAL MARKET INTELLIGENCE,2481235.90
PRECISIONIT,2368347.58
GREEN LIGHT CONSULTING SOLUTIONS,2362309.17
EXCEL HUMAN RESOURCES,2317329.54
IBISKA TELECOM,2233678.93
TERAMACH TECHNOLOGIES,2124045.74
STONEWORKS TECHNOLOGIES,2110722.35
DELOITTE,1962921.58
IT NET CONSULTANTS,1943277.04
SIERRA SYSTEMS GROUP,1863632.27
ATLANTIC BUSINESS INTERIORS,1847327.85
FORRESTER RESEARCH,1810068.28
CLOSEREACH,1807075.75
PRINTERS PLUS,1803060.00
ENET4S SOFTWARE SOLUTIONS,1690964.87
DYNABOOK CANADA,1661991.43
PROSCI CANADA,1623442.82
4 OFFICE AUTOMATION,1565158.56
PRICEWATERHOUSE COOPERS,1500606.82
SYSTEMSCOPE,1485097.72
AVI SPL,1388986.91
CASEWARE INTERNATIONAL,1373136.86
QMR,1318702.65
KORN FERRY CA,1210890.87
BMC SOFTWARE,1205385.26
COMPUGEN,1069254.63
UNIVERSITE SAINTE ANNE,1069193.39
CISION CANADA,883293.05
LEXISNEXIS CANADA,873264.24
A NET SOLUTIONS,831060.26
