d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,83151.44,85700.93
it_devices_equipment,2018-2019,32501.41,33015.70
it_devices_equipment,2019-2020,858186.88,847216.35
it_devices_equipment,2020-2021,1380227.67,1314375.89
it_devices_equipment,2021-2022,664279.36,617908.71
it_devices_equipment,2022-2023,558963.50,500621.95
it_other,2019-2020,68847.00,68756.09
it_software_licensing,2019-2020,192.68,188.28
it_software_licensing,2020-2021,98791.52,93795.29
it_software_licensing,2021-2022,194010.78,180376.80
