normalized_vendor_name,original_vendor_name
TOPFLIGHT ELITE TRAINING AND CHARTER SERVICES,Topflight Elite Training and Charter Services Inc
TOPFLIGHT ELITE TRAINING AND CHARTER SERVICES,TOPFLIGHT ELITE TRAINING AND CHARTER SERVICES INC
