owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2017-2018,907078.10,934879.35
csc-scc,2018-2019,918575.59,935254.10
csc-scc,2019-2020,932600.18,924903.40
csc-scc,2020-2021,940246.63,896368.09
csc-scc,2021-2022,918517.36,859277.80
