owner_org,d_fiscal_year,total,total_constant_2019_dollars
csa-asc,2017-2018,101690.09,104356.31
csa-asc,2018-2019,20977.81,21394.57
csa-asc,2020-2021,358188.77,340007.37
csa-asc,2021-2022,722314.38,670629.17
dfo-mpo,2017-2018,395871.80,406130.14
dfo-mpo,2018-2019,11270.00,11380.89
dnd-mdn,2017-2018,1974759.27,2025360.92
dnd-mdn,2018-2019,3232484.49,3279682.99
dnd-mdn,2019-2020,3367123.34,3344844.38
dnd-mdn,2020-2021,2199680.84,2091027.27
dnd-mdn,2021-2022,1975390.11,1838370.24
ec,2017-2018,701.43,717.96
ec,2018-2019,12947.97,13148.49
ec,2019-2020,14110.72,14003.82
ec,2020-2021,11891.43,11197.18
ec,2021-2022,51671.07,47973.75
iaac-aeic,2019-2020,24995.25,24816.81
nrc-cnrc,2021-2022,24978.00,23133.85
nrcan-rncan,2019-2020,79181.93,77674.18
nrcan-rncan,2020-2021,67305.63,63948.20
