d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1701163.9200902947
1_facilities_and_construction,2018-2019,2135316.6573520075
1_facilities_and_construction,2019-2020,2330753.678918107
1_facilities_and_construction,2020-2021,946565.0864614531
11_defence,2017-2018,457397.28558394156
11_defence,2018-2019,457397.28558394156
11_defence,2019-2020,114036.0355839416
2_professional_services,2017-2018,141591.56865772782
2_professional_services,2018-2019,288391.99334665335
2_professional_services,2019-2020,699293.1839690378
2_professional_services,2020-2021,1392066.5839880903
3_information_technology,2017-2018,701.4262295081967
3_information_technology,2018-2019,24217.971863134855
3_information_technology,2019-2020,14110.721907356949
3_information_technology,2020-2021,11891.425389755012
6_industrial_products_and_services,2017-2018,172168.38842975209
6_industrial_products_and_services,2018-2019,372356.36342975206
6_industrial_products_and_services,2019-2020,287328.62294117647
6_industrial_products_and_services,2020-2021,286543.5720588235
9_human_capital,2019-2020,39889
