owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,225279.27,229795.96
aafc-aac,2018-2019,219271.50,222374.74
aafc-aac,2019-2020,121044.00,120929.71
aafc-aac,2020-2021,210787.50,204575.80
aafc-aac,2021-2022,25328.10,23232.47
dfo-mpo,2017-2018,223776.51,227620.39
dfo-mpo,2018-2019,357431.04,363261.43
dfo-mpo,2019-2020,350372.42,350082.99
dfo-mpo,2020-2021,238145.17,228678.04
dfo-mpo,2021-2022,91918.33,72658.86
dnd-mdn,2017-2018,29623.51,30673.49
dnd-mdn,2019-2020,69938.23,69387.77
dnd-mdn,2020-2021,59838.36,56877.87
dnd-mdn,2021-2022,154158.35,117634.04
ec,2017-2018,5245.21,5385.81
ec,2018-2019,5245.21,5312.15
ec,2019-2020,5259.58,5248.81
ec,2020-2021,4235.00,4146.01
ec,2021-2022,4235.00,3217.08
nrcan-rncan,2019-2020,39343.50,39325.55
pwgsc-tpsgc,2017-2018,919506.08,936269.05
pwgsc-tpsgc,2018-2019,2346991.04,2376942.20
pwgsc-tpsgc,2019-2020,2353421.15,2348600.72
pwgsc-tpsgc,2020-2021,2378596.04,2328655.91
rcmp-grc,2017-2018,140442.74,144207.38
rcmp-grc,2018-2019,215617.42,219057.63
rcmp-grc,2019-2020,150281.07,149967.76
rcmp-grc,2020-2021,163143.70,159715.68
rcmp-grc,2021-2022,163143.70,123930.55
