d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,259300.68575916233
1_facilities_and_construction,2018-2019,439585.0742408377
1_facilities_and_construction,2019-2020,256575.73
1_facilities_and_construction,2020-2021,393331.2390460526
2_professional_services,2017-2018,140442.7398583387
2_professional_services,2018-2019,140442.7398583387
2_professional_services,2019-2020,150281.0653253583
2_professional_services,2020-2021,163143.70075046903
6_industrial_products_and_services,2017-2018,1144129.8872551445
6_industrial_products_and_services,2018-2019,2564528.396577178
6_industrial_products_and_services,2019-2020,2682803.148529879
6_industrial_products_and_services,2020-2021,2498270.8276377977
