owner_org,d_fiscal_year,total,total_constant_2019_dollars
cfia-acia,2017-2018,64423.47,66198.79
cfia-acia,2021-2022,17586.59,15990.97
csc-scc,2017-2018,153.81,158.05
csc-scc,2018-2019,136198.10,137542.10
csc-scc,2019-2020,62340.56,61200.16
csc-scc,2021-2022,420365.14,382225.69
dfo-mpo,2018-2019,292129.29,295145.45
dfo-mpo,2019-2020,32564.20,31788.50
dfo-mpo,2021-2022,96317.35,91692.05
dnd-mdn,2017-2018,3961669.57,4080353.86
dnd-mdn,2018-2019,3837257.09,3907936.50
dnd-mdn,2019-2020,2997683.58,2973654.28
dnd-mdn,2020-2021,2790880.93,2661170.77
dnd-mdn,2021-2022,1131464.82,1052997.41
ec,2019-2020,5332.16,5205.15
ec,2020-2021,64386.79,61495.41
hc-sc,2017-2018,108236.70,111578.99
hc-sc,2018-2019,99913.37,101579.31
hc-sc,2021-2022,41604.76,37829.99
isc-sac,2019-2020,16690.77,16293.19
isc-sac,2020-2021,32321.82,30618.18
nrc-cnrc,2017-2018,24860.00,25621.24
nrc-cnrc,2018-2019,13228.68,13446.13
nrc-cnrc,2019-2020,27189.72,26950.26
nrc-cnrc,2020-2021,25223.24,24138.60
nrc-cnrc,2021-2022,27469.38,25671.82
pc,2017-2018,16725.79,17268.41
pc,2020-2021,417.03,395.53
pc,2021-2022,7248.37,6782.74
pwgsc-tpsgc,2018-2019,49584.40,50007.27
rcmp-grc,2017-2018,144337.50,148335.91
rcmp-grc,2018-2019,776680.01,793575.10
rcmp-grc,2019-2020,297127.26,293181.16
rcmp-grc,2020-2021,974933.16,929460.45
rcmp-grc,2021-2022,464001.49,440162.71
statcan,2020-2021,21188.68,20376.38
