d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,926333.22,954724.63
1_facilities_and_construction,2018-2019,154811.85,158762.70
1_facilities_and_construction,2019-2020,250578.04,248188.30
1_facilities_and_construction,2020-2021,282286.99,269125.21
1_facilities_and_construction,2021-2022,282286.99,264153.17
2_professional_services,2019-2020,50282.40,49218.19
2_professional_services,2020-2021,101313.15,96429.06
2_professional_services,2021-2022,218949.81,203633.41
3_information_technology,2018-2019,840089.86,852276.37
3_information_technology,2019-2020,1354506.12,1343636.07
3_information_technology,2020-2021,1350805.28,1287823.26
