d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,102778.1059216626
1_facilities_and_construction,2018-2019,223387.14407833738
1_facilities_and_construction,2019-2020,28059.117794486214
1_facilities_and_construction,2020-2021,441920.26825141296
2_professional_services,2017-2018,24995.6
2_professional_services,2018-2019,68998.825
2_professional_services,2019-2020,123856.875
5_transportation_and_logistics,2017-2018,187485.74855287228
5_transportation_and_logistics,2018-2019,458265.05932826124
5_transportation_and_logistics,2019-2020,523538.67248113255
5_transportation_and_logistics,2020-2021,1841454.523140877
6_industrial_products_and_services,2019-2020,19404.329999999998
