d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,109475.02,112619.69
1_facilities_and_construction,2018-2019,248465.23,252369.88
1_facilities_and_construction,2019-2020,28059.12,27418.66
1_facilities_and_construction,2020-2021,441920.27,421708.32
1_facilities_and_construction,2021-2022,192622.68,179031.35
1_facilities_and_construction,2022-2023,101378.54,90714.62
2_professional_services,2017-2018,24995.60,25709.44
2_professional_services,2018-2019,68998.82,69691.02
2_professional_services,2019-2020,123856.88,124139.35
2_professional_services,2021-2022,11585.82,10473.40
2_professional_services,2022-2023,5664.18,5116.25
5_transportation_and_logistics,2017-2018,183179.56,188694.58
5_transportation_and_logistics,2018-2019,454938.08,460636.77
5_transportation_and_logistics,2019-2020,523538.67,512486.82
5_transportation_and_logistics,2020-2021,1841454.52,1753443.43
5_transportation_and_logistics,2021-2022,1802427.89,1675089.98
5_transportation_and_logistics,2022-2023,2274535.27,2030608.34
6_industrial_products_and_services,2019-2020,19404.33,18961.42
6_industrial_products_and_services,2021-2022,63686.80,57859.97
