d_fiscal_year,total,total_constant_2019_dollars
2017-2018,583860.77,601447.13
2018-2019,673496.64,682600.85
2019-2020,530570.90,521963.98
2020-2021,414649.07,394243.34
2021-2022,1346588.71,1251826.22
