d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2021-2022,21785.15,20066.56
it_devices_equipment,2017-2018,55802.20,57124.25
it_devices_equipment,2018-2019,107195.83,108521.83
it_devices_equipment,2019-2020,229548.25,226172.83
it_devices_equipment,2020-2021,64567.48,61207.51
it_devices_equipment,2021-2022,101294.12,92140.19
it_other,2017-2018,62154.35,63850.83
it_other,2019-2020,10657.06,10638.21
it_other,2020-2021,15924.83,14995.11
it_other,2021-2022,22148.00,20548.08
it_software_licensing,2017-2018,125044.31,128262.82
it_software_licensing,2018-2019,136354.88,138519.81
it_software_licensing,2019-2020,1062137.83,1049759.16
it_software_licensing,2020-2021,576405.96,545958.91
it_software_licensing,2021-2022,321468.69,299046.41
