owner_org,d_fiscal_year,total
aafc-aac,2017-2018,74911.50
aafc-aac,2018-2019,33119.50
aafc-aac,2019-2020,71747.03
aafc-aac,2020-2021,32776.30
cfia-acia,2017-2018,601.13
cfia-acia,2018-2019,54853.04
cfia-acia,2019-2020,55003.33
dfatd-maecd,2018-2019,18270.80
dfatd-maecd,2019-2020,11200.00
dfo-mpo,2017-2018,93339.87
dfo-mpo,2018-2019,333551.14
dfo-mpo,2019-2020,1017816.75
dfo-mpo,2020-2021,468959.56
dnd-mdn,2017-2018,9901.02
dnd-mdn,2018-2019,182169.08
dnd-mdn,2019-2020,307684.94
dnd-mdn,2020-2021,308153.65
ec,2017-2018,52927.83
ec,2018-2019,79541.61
ec,2019-2020,43608.89
ec,2020-2021,118414.84
hc-sc,2020-2021,55001.43
nrc-cnrc,2017-2018,1445.54
nrc-cnrc,2018-2019,187954.01
nrc-cnrc,2019-2020,417573.53
nrc-cnrc,2020-2021,439772.73
nrcan-rncan,2017-2018,160902.20
nrcan-rncan,2018-2019,267970.42
nrcan-rncan,2019-2020,275689.48
nrcan-rncan,2020-2021,289163.73
pc,2019-2020,100603.12
pc,2020-2021,94042.47
pwgsc-tpsgc,2020-2021,97800.04
rcmp-grc,2018-2019,520234.43
tc,2017-2018,126495.85
tc,2019-2020,12924.50
tc,2020-2021,93676.73
