d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2022-2023,0.00,0.00
1_facilities_and_construction,2017-2018,30173.22,31036.98
1_facilities_and_construction,2018-2019,621963.96,636694.59
1_facilities_and_construction,2019-2020,104862.90,103711.97
1_facilities_and_construction,2020-2021,108330.24,102582.78
1_facilities_and_construction,2021-2022,4194.27,3899.52
1_facilities_and_construction,2022-2023,110100.75,97499.03
10_office_management,2020-2021,11497.50,10913.64
11_defence,2022-2023,24923.35,22211.74
2_professional_services,2017-2018,460973.34,474537.70
2_professional_services,2018-2019,948881.29,961559.67
2_professional_services,2019-2020,1246905.23,1231070.10
2_professional_services,2020-2021,1542148.34,1462475.41
2_professional_services,2021-2022,1421010.86,1309595.74
2_professional_services,2022-2023,1098086.71,978926.33
3_information_technology,2019-2020,689850.00,674104.07
3_information_technology,2022-2023,29482.61,26177.88
5_transportation_and_logistics,2017-2018,10432.83,10730.78
6_industrial_products_and_services,2019-2020,22033.73,21749.21
6_industrial_products_and_services,2020-2021,36128.02,34276.07
6_industrial_products_and_services,2021-2022,24750.00,22886.64
6_industrial_products_and_services,2022-2023,13125.00,11808.34
9_human_capital,2017-2018,17500.00,17999.77
9_human_capital,2018-2019,105381.15,107136.91
9_human_capital,2019-2020,250199.71,247802.93
9_human_capital,2020-2021,322357.38,306824.90
9_human_capital,2021-2022,318270.96,295924.11
9_human_capital,2022-2023,79738.64,72025.07
