d_fiscal_year,total,total_constant_2019_dollars
2017-2018,148342.56,152042.01
2018-2019,378637.60,383596.37
2019-2020,978870.48,969173.68
2020-2021,653494.34,621399.32
2021-2022,518540.33,483067.46
