owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,1357393.61
cbsa-asfc,2018-2019,1681058.57
cbsa-asfc,2019-2020,30921.32
cbsa-asfc,2020-2021,15397.42
cgc-ccg,2017-2018,59844.61
cgc-ccg,2018-2019,20487.19
cgc-ccg,2019-2020,68669.30
cgc-ccg,2020-2021,65924.96
chrc-ccdp,2018-2019,48816.00
cra-arc,2017-2018,3123.86
cra-arc,2018-2019,10586.43
cra-arc,2020-2021,112066.00
csa-asc,2020-2021,140524.09
csps-efpc,2018-2019,83426.32
dfatd-maecd,2017-2018,37139.13
dfatd-maecd,2018-2019,32733.00
dfatd-maecd,2019-2020,198384.13
dfatd-maecd,2020-2021,21780.84
dnd-mdn,2017-2018,1095017.50
dnd-mdn,2018-2019,1143873.32
dnd-mdn,2019-2020,1248316.35
dnd-mdn,2020-2021,431498.94
ec,2018-2019,266643.91
fcac-acfc,2019-2020,23954.69
hc-sc,2017-2018,857570.41
hc-sc,2018-2019,2055166.67
hc-sc,2020-2021,13546.60
irb-cisr,2020-2021,337011.37
isc-sac,2017-2018,46037.15
isc-sac,2018-2019,28133.81
isc-sac,2019-2020,11873.85
nrc-cnrc,2019-2020,64700.55
nrcan-rncan,2018-2019,109454.63
nrcan-rncan,2019-2020,135076.42
nserc-crsng,2019-2020,30106.67
opc-cpvp,2017-2018,4713.52
opc-cpvp,2018-2019,12938.12
osfi-bsif,2017-2018,282676.56
osfi-bsif,2018-2019,812314.07
osfi-bsif,2019-2020,338063.14
osfi-bsif,2020-2021,327471.54
pc,2018-2019,80173.54
pc,2020-2021,34359.43
pco-bcp,2017-2018,30464.80
pmprb-cepmb,2017-2018,17984.83
pmprb-cepmb,2018-2019,24894.76
pmprb-cepmb,2019-2020,16283.94
ppsc-sppc,2019-2020,33854.26
ps-sp,2019-2020,13003.19
pwgsc-tpsgc,2017-2018,7001.78
pwgsc-tpsgc,2018-2019,48786.32
pwgsc-tpsgc,2019-2020,183451.88
pwgsc-tpsgc,2020-2021,25037.34
rcmp-grc,2017-2018,27279.30
rcmp-grc,2018-2019,18919.27
rcmp-grc,2019-2020,1260609.93
rcmp-grc,2020-2021,4183604.34
ssc-spc,2017-2018,1198714.17
ssc-spc,2018-2019,1101343.33
ssc-spc,2019-2020,367629.76
ssc-spc,2020-2021,683493.17
statcan,2019-2020,49494.00
tsb-bst,2018-2019,96577.39
tsb-bst,2019-2020,13491.04
tsb-bst,2020-2021,16277.00
vac-acc,2018-2019,199189.20
vac-acc,2020-2021,36836.37
