d_fiscal_year,total,total_constant_2019_dollars
2017-2018,100905.20,103519.98
2018-2019,102993.97,104523.26
2019-2020,1173050.89,1156734.74
2020-2021,1774380.37,1686228.79
2021-2022,2031045.30,1882204.80
