normalized_vendor_name,original_vendor_name
BRS INNOVATIONS,BRS Innovations Inc.
BRS INNOVATIONS,BRS INNOVATIONS INC.
BRS INNOVATIONS,BRS INNOVATIONS INC
BRS INNOVATIONS,BRS Innovations Inc
BRS INNOVATIONS,BRS Innovations inc
