owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,100905.20,104024.29
cbsa-asfc,2018-2019,90317.52,92048.29
cbsa-asfc,2019-2020,634127.24,623110.94
cbsa-asfc,2020-2021,1559948.85,1485571.56
cbsa-asfc,2021-2022,1559948.85,1450324.48
cbsa-asfc,2022-2023,1559948.85,1395848.77
dfatd-maecd,2019-2020,525649.85,521551.85
dnd-mdn,2019-2020,19770.34,19319.08
dnd-mdn,2020-2021,241924.11,229846.28
dnd-mdn,2021-2022,347412.64,321916.96
dnd-mdn,2022-2023,78016.44,70109.78
ic,2020-2021,1589.43,1508.42
ic,2021-2022,3842.00,3572.01
ic,2022-2023,3842.00,3437.84
rcmp-grc,2018-2019,12676.45,12794.87
rcmp-grc,2020-2021,28752.98,27238.64
rcmp-grc,2021-2022,171497.18,157124.93
rcmp-grc,2022-2023,71671.27,64149.97
