owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2019-2020,199.71,195.15
dfo-mpo,2020-2021,72894.95,69419.37
dfo-mpo,2021-2022,72894.95,67772.31
esdc-edsc,2021-2022,3358.40,3035.94
esdc-edsc,2022-2023,18295.74,16371.10
ssc-spc,2018-2019,290507.79,296074.83
ssc-spc,2019-2020,291303.70,288979.98
ssc-spc,2020-2021,290507.79,276656.58
ssc-spc,2021-2022,290507.79,270092.55
ssc-spc,2022-2023,290507.79,259947.59
tbs-sct,2021-2022,462769.13,426698.84
tbs-sct,2022-2023,695105.90,621983.67
