d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,25000.01,25245.99
it_consulting_services,2019-2020,220996.95,215648.71
it_consulting_services,2020-2021,91799.48,87443.01
it_consulting_services,2021-2022,24812.27,23306.06
it_devices_equipment,2017-2018,11875433.12,12176448.23
it_devices_equipment,2018-2019,11207099.06,11381896.91
it_devices_equipment,2019-2020,15615786.63,15462484.61
it_devices_equipment,2020-2021,20293528.07,19284095.60
it_devices_equipment,2021-2022,26703058.71,24780485.88
it_other,2017-2018,2636474.49,2704487.60
it_other,2018-2019,4091904.87,4137099.35
it_other,2019-2020,808633.87,800512.75
it_other,2020-2021,7845720.82,7467101.41
it_other,2021-2022,1201927.52,1101336.40
it_software_licensing,2017-2018,58963.56,60574.94
it_software_licensing,2018-2019,229725.71,232986.63
it_software_licensing,2019-2020,851593.16,841008.53
it_software_licensing,2020-2021,1875819.21,1770838.23
it_software_licensing,2021-2022,2779889.26,2584238.77
