d_vendor_name,overall_total
SI SYSTEMS,13795854.693634065
MAPLESOFT CONSULTING,13006117.683723317
MODIS CANADA,7189518.649110842
MAXSYS STAFFING CONSULTING,4669898.556933662
VIZWORX,4055216.062569153
BELL CANADA,3975320.1
ERNST YOUNG,3396715.1253838744
GENESIS,2087769.756038961
THE HESTERVIEW,2050718.6828456032
S I SYTEMS,1912464.3196955281
UNIVERSITY OF CALGARY,1749940.534074074
COCENTRIC SOLUTIONS,1718827.0188679246
LAWSON LUNDELL,1687184.8027127003
NISHA TECHONOLOGIES,1490997.1400000001
EPERFORMANCE,1400000
ALTIS HUMAN RESOURCES,1247052.4962646503
RICOH,1153212.7409250317
MDOS CONSULTING,1132893.5294117648
INTERNATIONAL REPORTING,1050000
TETRO DESIGN SERVICES,1050000
EAGLE PROFESSIONAL RESOURCES,1000000.0000000001
FREEMAN AUDIO VISUALS CANADA,997500
EXPLORE LEADERSHIP,981135.4838709678
BESC OTTAWA COB BOYDEN OTTAWA,959800
IGNITE COLLABORATION SERVICES,786481.0800000001
ACT,673905.9856120377
PROTAK CONSULTING GROUP,669420.294117647
1441866 ALBERTA,644754.672413793
3149455 O A SBM COMSULTANTS,641754.4684854186
ISI GLOBAL WEBCASTING,639647.6503714966
MICROSOFT CANADA,617319.9254660548
S P GLOBAL PLATTES,610010.7434156729
LIONBRIDGE,581730.8376754033
DPRA CANADA,563641.5512465374
S P PLATTS PIRA ENERGY GROUP,562753.0751415095
Q9 NETWORKS,560023.2386042449
XEROX,514962.87085714284
ADGA GROUP,479902.48391010216
MELTWATER NEWS CANADA,474816.7948717949
SBM CONSULTANTS,443264.7333956969
SYSTEMATIC SOLUTIONS,440583.3333333334
EDGAR,435284.55238547473
IHS GLOBAL,420292.08489651576
ADVANCED CHIPPEWA TECHNOLOGIES,405374.49
CANADIAN CORPS OF COMMISSIONAIRES,391542.45
RAYMOND CHABOT GRANT THORNTON,367698.2758620689
ROGERS,364759.5
FREEBALANCE,364747.6
CISCO,364708.0791327913
THE INSTITUTE ON GOVERNANCE,350000
IHS MARKIT CANADA,344715.37
COMPUGEN,329816.7
CCI,321966.5271966527
JACQUES ASSOCIATES,319550
ORANGUTECH,317188.66
STEPHEN OWUSU,305298
TURTLE ISLAND STAFFING,301730.75
RBAC,286059.2171917808
IHS GLOBAL CANADA,278979.5783561644
FULCRUM TECHNICAL,275000
DYNAMIC OWL CONSULTING,272626.2872628726
INSYNC SYSTEMS,262500
SPAN CONSULTING,257000
GUDMUNDSETH MICKELSON,252000
SNC LAVALIN,243500.00000000003
IRVING MITCHELL KALICHMAN S E N C R L,241043.28989444004
STOKES ECONOMICS,226160.4535844043
MIDGARD CONSULTING,224999.99999999997
AVI SPL,220660.71
ESRI,218038.10977968376
DELL COMPUTER,213611.09
JAKUBEC CONSULTING,210910
RHEA,205426.35658914727
HOMEWOOD HEALTH,203157.37835153923
RUBIN THOMLINSON,202750
DELTA BURNABY HOTEL AND CONFERENCE CENTRE,198809.66
PROF MALCOLM SPARROW,193680
CLEARVIEW STRATEGIC PARTNERS,192551.62364999962
KIFINTI SOLUTIONS,189015.77
DONNA CONA,177855.91463414635
X TERRA ENVIRONMENTAL SERVICES,166320
WORKPLACE FAIRNESS WEST,165590.58619769115
SERVICEMASTER CALGARY,165500.27000000002
SERVICE MASTER,164700.9
LES TRADUCTIONS TESSIER S C C,161540.46997389034
V STRATEGIES,155810.73828125
CANADIAN STANDARDS ASSOCIATION,150472.4409448819
1982892 ALBERTA,150000
CSA GROUP,150000
INTEGRATING SOLUTIONS ISI LIVE,150000
557624 SERVICEMASTER OF CALGARY,149580.9
EMERGWEST CONSULTING,149203.91061452514
POLLUTION PROBE,147000
DANIELLE DEMERS CONSULTING,142000
INDIGO PARK CANADA,138785
MANAGED PROCESS CONSULTING TRADE NAME OPERATING ALSO AS SAFETY SCIENCE MANAGEMENT CONSULTING INC,135000
IRONWOLF CONSULTING,134000
HATCH,131250
RIDEAU RECOGNITION SOLUTIONS,130252.5626740947
SOFTCHOICE,129781.9024668435
