d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,684580.36,702311.46
0_other,2018-2019,694539.87,705451.54
0_other,2019-2020,391148.60,390797.62
0_other,2020-2021,258.19,243.11
0_other,2021-2022,46989.81,43630.72
1_facilities_and_construction,2017-2018,703289.04,721158.84
1_facilities_and_construction,2018-2019,861478.87,875364.51
1_facilities_and_construction,2019-2020,517635.67,512755.45
1_facilities_and_construction,2020-2021,686417.96,652232.45
1_facilities_and_construction,2021-2022,645251.56,599485.74
10_office_management,2017-2018,212105.52,217625.19
10_office_management,2018-2019,112408.07,113987.70
10_office_management,2019-2020,107603.57,106525.85
10_office_management,2020-2021,82274.74,78216.15
10_office_management,2021-2022,22557.92,21029.52
2_professional_services,2017-2018,3618076.06,3711290.21
2_professional_services,2018-2019,4609542.66,4679407.25
2_professional_services,2019-2020,4505371.98,4466335.72
2_professional_services,2020-2021,5552656.70,5273480.27
2_professional_services,2021-2022,9288042.64,8619259.82
3_information_technology,2017-2018,20626688.74,21165197.51
3_information_technology,2018-2019,17778384.43,18051950.58
3_information_technology,2019-2020,12222354.15,12124591.78
3_information_technology,2020-2021,10881580.27,10334165.40
3_information_technology,2021-2022,8664631.05,8021106.92
4_medical,2017-2018,16611.23,17044.68
4_medical,2018-2019,7020.21,7123.52
4_medical,2019-2020,40612.44,39935.86
4_medical,2020-2021,89381.18,84891.78
4_medical,2021-2022,89819.23,83746.42
5_transportation_and_logistics,2017-2018,11248.86,11524.47
5_transportation_and_logistics,2018-2019,17057.61,17428.09
5_transportation_and_logistics,2021-2022,23417.65,21239.57
6_industrial_products_and_services,2017-2018,100756.63,103373.09
6_industrial_products_and_services,2018-2019,98884.84,100372.33
6_industrial_products_and_services,2019-2020,141561.82,140628.70
6_industrial_products_and_services,2020-2021,7552.44,7111.52
6_industrial_products_and_services,2021-2022,44141.14,41166.86
7_travel,2017-2018,162776.39,166662.67
7_travel,2018-2019,84245.87,86075.65
8_security_and_protection,2017-2018,458878.08,470370.99
8_security_and_protection,2018-2019,106212.41,108020.70
8_security_and_protection,2019-2020,17607.07,17499.35
9_human_capital,2017-2018,1613942.67,1655500.73
9_human_capital,2018-2019,2165823.74,2199497.60
9_human_capital,2019-2020,1276981.07,1266331.97
9_human_capital,2020-2021,1144252.95,1086935.01
9_human_capital,2021-2022,838466.25,776320.33
