d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,15518978.55,15922627.61
it_consulting_services,2018-2019,14733901.56,14964117.97
it_consulting_services,2019-2020,9906478.88,9829795.92
it_consulting_services,2020-2021,6813580.41,6477776.52
it_consulting_services,2021-2022,5432459.83,5049655.06
it_devices_equipment,2017-2018,536525.40,550071.78
it_devices_equipment,2018-2019,655065.05,664099.89
it_devices_equipment,2019-2020,420600.79,416222.59
it_devices_equipment,2020-2021,1543446.40,1461596.48
it_devices_equipment,2021-2022,1329822.05,1204808.51
it_other,2017-2018,2991168.44,3070976.70
it_other,2018-2019,1288891.07,1306582.59
it_other,2019-2020,740761.15,732846.50
it_other,2020-2021,1152956.54,1095393.74
it_other,2021-2022,808805.42,750931.35
it_software_licensing,2017-2018,1580016.36,1621521.41
it_software_licensing,2018-2019,1100526.74,1117150.13
it_software_licensing,2019-2020,1154513.34,1145726.77
it_software_licensing,2020-2021,1371596.91,1299398.66
it_software_licensing,2021-2022,1093543.74,1015712.00
