d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,12345.25,12661.60
1_facilities_and_construction,2018-2019,31500.00,31820.00
1_facilities_and_construction,2019-2020,577500.00,570466.51
1_facilities_and_construction,2020-2021,312687.96,296829.09
1_facilities_and_construction,2021-2022,1356843.98,1267083.24
11_defence,2017-2018,198142.08,203405.55
2_professional_services,2017-2018,4765548.28,4890165.69
2_professional_services,2018-2019,3294213.37,3346603.89
2_professional_services,2019-2020,4086506.33,4046413.70
2_professional_services,2020-2021,2804216.87,2671514.23
2_professional_services,2021-2022,6480634.34,6015115.19
8_security_and_protection,2018-2019,7717211.00,7867284.86
