d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,297577.6324742718
1_facilities_and_construction,2018-2019,442632.13191396714
1_facilities_and_construction,2019-2020,764811.8714398078
1_facilities_and_construction,2020-2021,890881.7618026533
10_office_management,2017-2018,354783.9351553354
10_office_management,2018-2019,347835.4351553354
10_office_management,2019-2020,375520.5304766562
10_office_management,2020-2021,204064.74474001094
2_professional_services,2017-2018,2844447.156328366
2_professional_services,2018-2019,3521727.4033598355
2_professional_services,2019-2020,3457808.3286059145
2_professional_services,2020-2021,2900828.838144918
3_information_technology,2017-2018,7980285.5483655175
3_information_technology,2018-2019,6153529.392822601
3_information_technology,2019-2020,7092091.943323208
3_information_technology,2020-2021,5875408.584908543
4_medical,2017-2018,48098.98027699414
4_medical,2018-2019,37310.85459929937
4_medical,2019-2020,33820.342253922965
4_medical,2020-2021,59837.75684931507
5_transportation_and_logistics,2017-2018,166072.61
5_transportation_and_logistics,2018-2019,112012.81
5_transportation_and_logistics,2019-2020,76243.95999999999
6_industrial_products_and_services,2017-2018,232392.27897260274
6_industrial_products_and_services,2018-2019,750555.0356175612
6_industrial_products_and_services,2019-2020,393692.482062509
6_industrial_products_and_services,2020-2021,863608.047193495
7_travel,2017-2018,97173.12263476483
7_travel,2018-2019,80212.43724130257
7_travel,2019-2020,138482.5536447034
7_travel,2020-2021,14668.269230769232
8_security_and_protection,2017-2018,672220.1477666276
8_security_and_protection,2018-2019,701963.7809173126
8_security_and_protection,2019-2020,603571.6100888585
8_security_and_protection,2020-2021,368894.29
9_human_capital,2017-2018,1321677.5188424126
9_human_capital,2018-2019,1576531.5287785663
9_human_capital,2019-2020,2361585.752108094
9_human_capital,2020-2021,2244205.2962651663
NA,2018-2019,98760.64400000001
NA,2019-2020,168124.116
