d_vendor_name,overall_total
MICROSOFT CANADA,3295385.97
CANADIAN CORPS OF COMMISSIONAIRES,3127758.52
PRECISIONIT,2808240.66
NISHA TECHONOLOGIES,2525805.55
COFOMO,2432351.13
RANDSTAD,2257214.82
CISTEL TECHNOLOGY,2105150.57
UNIVERSITY OF ONTARIO,2084965.31
GARTNER,2014190.25
PROMAXIS,1930043.95
LEO PISCES SERVICES GROUP,1788921.21
BRECKENHILL,1781444.24
CALIAN,1512998.72
NORTHERN MICRO,1479266.08
ADVANCED CHIPPEWA TECHNOLOGIES,1463508.39
ERNST YOUNG,1459921.36
MICHAEL WAGER CONSULTING,1384584.97
LUMINA IT,1207463.97
MAPLESOFT CONSULTING,1174197.47
MNP,1077956.70
QMR,1076996.50
ELSEVIER,1002501.33
EBSCO CANADA,999052.51
SI SYSTEMS,933376.39
TEKSYSTEMS CANADA,908610.41
UNIVERSITY OF OTTAWA,815097.87
GAMBLE TECHNOLOGIES,766230.40
KONICA MINOLTA BUSINESS SOLUTIONS,754759.83
IBM CANADA,678094.70
SAMSON ASSOCIES,594508.84
PLEIAD CANADA,590661.01
RICOH,559384.09
PROCOM CONSULTANTS,525343.32
EXCEL HUMAN RESOURCES,506788.46
CGI,499821.47
SIMPLEX GRINNELL,490302.54
NEWFOUND RECRUITING,455254.26
THE RIGHT DOOR CONSULTING,436147.60
SAAB,422439.38
AVI SPL,416597.72
CARLETON UNIVERSITY,390921.23
PROTAK CONSULTING GROUP,390528.00
A NET SOLUTIONS,364772.58
CHUBB EDWARDS,357527.87
FAST FORWARD FRENCH,355379.67
PALADIN GROUP,352438.21
ALTIS HUMAN RESOURCES,351073.50
QUEEN S UNIVERSITY,346797.11
AGILENT,336580.34
KNOWLEDGE CIRCLE,328080.26
UNIVERSITY OF MANITOBA,327474.00
BDO CANADA,321725.03
ADVANCED BUSINESS INTERIORS,304158.53
COMPUGEN,304083.00
ZERNAM ENTERPRISE,276850.00
OPENTEXT,265161.17
UNIVERSITY OF GUELPH,257075.00
IRON MOUNTAIN,256804.76
