d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,67946.12,69818.52
1_facilities_and_construction,2020-2021,224191.84,214934.44
1_facilities_and_construction,2021-2022,244841.17,229117.49
10_office_management,2017-2018,204974.61,210733.96
10_office_management,2018-2019,94156.45,96262.93
10_office_management,2019-2020,43553.75,42854.54
10_office_management,2020-2021,420096.35,399458.80
10_office_management,2021-2022,168981.49,158330.41
11_defence,2017-2018,912571.62,937839.40
11_defence,2018-2019,586875.55,593054.85
11_defence,2019-2020,1085248.32,1062990.92
11_defence,2020-2021,856417.65,812542.51
11_defence,2021-2022,659894.02,606094.99
2_professional_services,2018-2019,61656.01,63229.49
3_information_technology,2017-2018,681068.23,700424.12
3_information_technology,2018-2019,874073.78,883905.99
3_information_technology,2019-2020,541774.25,532978.11
3_information_technology,2020-2021,297391.45,283985.33
3_information_technology,2021-2022,273776.68,251384.20
4_medical,2021-2022,3808.80,3463.23
6_industrial_products_and_services,2018-2019,105324.83,106223.07
6_industrial_products_and_services,2020-2021,132150.31,126118.66
6_industrial_products_and_services,2021-2022,45032.57,41838.94
