owner_org,d_fiscal_year,total
aafc-aac,2017-2018,13288.199999999999
aafc-aac,2019-2020,61240.2
aafc-aac,2020-2021,556676.53
cfia-acia,2017-2018,1167809.4553478705
cfia-acia,2018-2019,1103428.9261989344
cfia-acia,2019-2020,1106452.0191474247
cfia-acia,2020-2021,1194875.9123375483
cgc-ccg,2017-2018,13597.5
csa-asc,2020-2021,268126.6587601078
csc-scc,2017-2018,483965.980266249
csc-scc,2018-2019,123501.54823777928
csc-scc,2019-2020,319471.91638242436
csc-scc,2020-2021,272045.06251916755
dfatd-maecd,2017-2018,28840.172093023255
dfatd-maecd,2018-2019,618159.1479069769
dfatd-maecd,2019-2020,903221.2800000001
dfo-mpo,2017-2018,79786.31883273166
dfo-mpo,2018-2019,76910.46883273165
dnd-mdn,2017-2018,10049865.597116327
dnd-mdn,2018-2019,12309461.956700064
dnd-mdn,2019-2020,Inf
dnd-mdn,2020-2021,4362334.441927887
ec,2017-2018,2279378.425794348
ec,2018-2019,1194337.2736726454
ec,2019-2020,34445.16956435644
ec,2020-2021,34351.05707920792
hc-sc,2018-2019,73399.96946564886
hc-sc,2019-2020,160694.56053435113
nrc-cnrc,2017-2018,1576504.0123998406
nrc-cnrc,2018-2019,2452672.204999743
nrc-cnrc,2019-2020,1338889.818828264
nrc-cnrc,2020-2021,1256960.3677598815
pc,2017-2018,147837.64707187223
pc,2018-2019,4050.3464951197866
pwgsc-tpsgc,2017-2018,16054907.25443618
pwgsc-tpsgc,2018-2019,8377025.444173831
pwgsc-tpsgc,2019-2020,4595178.062041955
pwgsc-tpsgc,2020-2021,4098802.0057487916
rcmp-grc,2017-2018,172179.58459027315
rcmp-grc,2018-2019,138931.86381191883
rcmp-grc,2019-2020,149631.50394789872
rcmp-grc,2020-2021,118673.30803787295
ssc-spc,2019-2020,23342.329999999998
