d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,27055895.06,27745689.16
1_facilities_and_construction,2018-2019,19196904.99,19527144.38
1_facilities_and_construction,2019-2020,11705475.63,11601148.87
1_facilities_and_construction,2020-2021,10721806.66,10197149.68
1_facilities_and_construction,2021-2022,4371664.04,2903495.38
10_office_management,2017-2018,26246.85,26865.54
11_defence,2017-2018,1067911.15,1095584.22
11_defence,2018-2019,1067911.15,1084518.75
2_professional_services,2017-2018,2787326.31,2855838.16
2_professional_services,2018-2019,4575572.86,4645687.80
2_professional_services,2019-2020,533744.69,528689.88
2_professional_services,2020-2021,430304.72,408598.31
2_professional_services,2021-2022,450813.57,327535.17
3_information_technology,2019-2020,23342.33,22777.43
6_industrial_products_and_services,2017-2018,1130580.78,1159821.69
6_industrial_products_and_services,2018-2019,1788037.89,1817706.59
6_industrial_products_and_services,2019-2020,1510489.14,1494369.31
6_industrial_products_and_services,2020-2021,1103428.93,1048997.09
6_industrial_products_and_services,2021-2022,1361349.21,1018226.72
9_human_capital,2018-2019,26572.00,27051.21
