d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,1942450
11_defence,2018-2019,2405873.56
5_transportation_and_logistics,2019-2020,110728.70000000001
7_travel,2017-2018,393864.06
7_travel,2019-2020,1812614.37
