d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,40342.47,39623.27
11_defence,2017-2018,26211.00,26931.21
11_defence,2019-2020,78206.94,77005.87
11_defence,2020-2021,42432.64,40736.78
11_defence,2021-2022,45166.62,41831.92
5_transportation_and_logistics,2017-2018,5787241.48,5936131.62
5_transportation_and_logistics,2018-2019,6126607.01,6220519.41
5_transportation_and_logistics,2019-2020,3853219.02,3828969.63
5_transportation_and_logistics,2020-2021,4330179.70,4104567.66
5_transportation_and_logistics,2021-2022,3657630.52,2685499.61
7_travel,2017-2018,12282.82,12606.64
7_travel,2018-2019,10871.77,11107.90
7_travel,2020-2021,100169.23,96165.87
7_travel,2021-2022,45631.04,42824.14
