owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2020-2021,78046.09,75054.08
aandc-aadnc,2021-2022,83337.43,78823.95
csc-scc,2020-2021,22123.14,21275.02
dfatd-maecd,2019-2020,40342.47,39643.57
dfo-mpo,2018-2019,10871.77,11149.22
dnd-mdn,2017-2018,26211.00,27072.90
dnd-mdn,2019-2020,78206.94,77028.14
dnd-mdn,2020-2021,42432.64,40805.92
dnd-mdn,2021-2022,45166.62,42218.75
ec,2017-2018,21000.01,21586.86
ec,2018-2019,12913.26,13139.11
ec,2019-2020,12018.78,12004.28
ec,2020-2021,168876.67,161324.14
ec,2021-2022,344223.46,324814.92
nrcan-rncan,2017-2018,5383333.53,5547554.71
nrcan-rncan,2018-2019,4750123.45,4827998.31
nrcan-rncan,2019-2020,3721993.28,3699019.28
nrcan-rncan,2020-2021,4054270.54,3858757.22
nrcan-rncan,2021-2022,3149224.06,2942141.87
pc,2017-2018,382907.94,394078.52
pc,2018-2019,162947.80,166610.91
pc,2019-2020,119206.96,119468.33
pc,2021-2022,99036.80,92311.98
pwgsc-tpsgc,2020-2021,92516.07,88393.66
rcmp-grc,2020-2021,14516.42,13789.04
rcmp-grc,2021-2022,142.32,135.60
statcan,2017-2018,12282.82,12671.63
tc,2018-2019,1200622.50,1228042.19
tc,2021-2022,27297.50,24962.29
