d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,40342.47
11_defence,2017-2018,26211
11_defence,2019-2020,78206.94
11_defence,2020-2021,42432.64
5_transportation_and_logistics,2017-2018,5787241.481502514
5_transportation_and_logistics,2018-2019,6126607.012391298
5_transportation_and_logistics,2019-2020,3853219.0180287473
5_transportation_and_logistics,2020-2021,3849678.699459673
7_travel,2017-2018,12282.82
7_travel,2018-2019,10871.77
7_travel,2020-2021,100169.23
