owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2021-2022,528824.40,480844.51
oag-bvg,2019-2020,17838.86,17611.11
oag-bvg,2020-2021,25634.59,24439.36
oag-bvg,2021-2022,25634.59,23987.85
ocol-clo,2021-2022,16525.56,15381.06
pco-bcp,2021-2022,371601.26,347729.99
pwgsc-tpsgc,2020-2021,18052.96,17122.18
pwgsc-tpsgc,2021-2022,590750.39,553287.41
rcmp-grc,2020-2021,7678.31,7282.43
rcmp-grc,2021-2022,20364.20,19331.85
ssc-spc,2020-2021,69336.20,65761.35
ssc-spc,2021-2022,585031.84,547474.91
