d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,528824.40,478048.83
1_facilities_and_construction,2021-2022,10000.04,9163.25
1_facilities_and_construction,2022-2023,29713.72,26500.23
10_office_management,2022-2023,25445.24,22751.31
2_professional_services,2021-2022,535219.70,497607.49
2_professional_services,2022-2023,1466.36,1324.51
3_information_technology,2019-2020,17838.86,17615.99
3_information_technology,2020-2021,269826.25,255754.78
3_information_technology,2021-2022,1377053.97,1280387.31
3_information_technology,2022-2023,1537272.62,1375557.98
6_industrial_products_and_services,2020-2021,9240.17,8706.79
6_industrial_products_and_services,2021-2022,76441.43,71790.57
