d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,776923.55,799514.88
it_consulting_services,2018-2019,2255901.41,2296446.18
it_consulting_services,2019-2020,2523168.24,2498469.03
it_consulting_services,2020-2021,3260891.31,3107975.46
it_consulting_services,2021-2022,5523034.00,5143537.64
it_devices_equipment,2020-2021,52932.74,50544.38
it_devices_equipment,2021-2022,7255.58,6913.18
it_other,2019-2020,22995.00,22447.24
it_software_licensing,2017-2018,955604.40,983896.88
it_software_licensing,2018-2019,2166754.46,2204108.27
it_software_licensing,2019-2020,3846546.95,3811512.51
it_software_licensing,2020-2021,3336281.54,3176441.50
it_software_licensing,2021-2022,5431517.09,5081099.82
