d_most_recent_category,total,percentage
3_information_technology,19006067.95700327,0.9184003697874341
2_professional_services,1426649.2897834072,0.06893773284711802
11_defence,239039.82675862068,0.011550746097808644
9_human_capital,22995,0.0011111512676392572
