d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,183245.85,188519.75
11_defence,2018-2019,34928.56,35576.77
11_defence,2019-2020,38756.46,38459.06
11_defence,2020-2021,6948.95,6548.66
11_defence,2021-2022,147578.91,138898.13
2_professional_services,2017-2018,150924.03,155646.11
2_professional_services,2018-2019,130137.70,132516.48
2_professional_services,2019-2020,130494.24,129447.01
2_professional_services,2020-2021,838893.67,800510.69
2_professional_services,2021-2022,862601.84,812765.08
3_information_technology,2017-2018,1732527.96,1783411.75
3_information_technology,2018-2019,4422655.87,4500554.45
3_information_technology,2019-2020,6392710.19,6332428.78
3_information_technology,2020-2021,6650105.59,6334961.35
3_information_technology,2021-2022,10961806.67,10231550.64
9_human_capital,2021-2022,25425.00,23325.01
