d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2609265.34,2689525.39
2018-2019,3229012.20,3288613.25
2019-2020,1719670.51,1706524.48
2020-2021,1256356.64,1198029.16
2021-2022,174015.96,158563.75
2022-2023,545929.64,488108.70
