normalized_vendor_name,original_vendor_name
ACART COMMUNICATIONS,ACART COMMUNICATIONS INC.
ACART COMMUNICATIONS,Acart Communications Inc.
ACART COMMUNICATIONS,Acart Communications
ACART COMMUNICATIONS,ACART COMMUNICATIONS INC
ACART COMMUNICATIONS,ACART Communications Inc.
ACART COMMUNICATIONS,ACART Communications
ACART COMMUNICATIONS,acart communications inc.
ACART COMMUNICATIONS,ACART COMMUNICATIONS
ACART COMMUNICATIONS,Acart Communications Inc
ACART COMMUNICATIONS,ACART communications Inc
ACART COMMUNICATIONS,Acart Communication
