d_vendor_name,overall_total
LEONARDO,99626929.75
SELEX,73692330.73
CANADIAN CORPS OF COMMISSIONAIRES,20998714.84
MICROSOFT CANADA,16923944.21
COSSETTE COMMUNICATIONS,15984213.86
SOLUTIONS MOERAE,14274479.90
EXCEL HUMAN RESOURCES,13130869.01
HOSKIN SCIENTIFIC,13008799.31
GRAW RADIOSONDES,12040699.31
THERMO FISHER SCIENTIFIC,9942307.85
ATS SERVICES,9911987.41
AGILENT,8599993.26
VAISALA CANADA,8446104.66
MARKIT GROUP,8423207.60
DYNABOOK CANADA,8330212.13
SYSTEMATIX SOLUTIONS,8017819.11
CANADIAN HELICOPTERS,7728967.93
SI SYSTEMS,7659226.55
RANDSTAD,7457644.13
RONDAR,7441940.23
ATCO,7063801.30
FORD MOTOR COMPANY,6569975.62
CAMPBELL SCIENTIFIC CANADA,6478787.87
CANON,6353800.04
AXYS TECHNOLOGIES,6309383.39
PACWILL ENVIRONMENTAL,5700359.52
COMMPOWER,5474278.77
SGS AXYS ANALYTICAL SERVICES,5373155.15
ESRI,5289887.30
SNC LAVALIN,4577285.45
AIR TINDI,4495063.69
OXFORD ECONOMICS USA,4363830.99
OPSIS,4241930.37
GENERAL MOTORS,4213036.70
DONNA CONA,3724581.46
BLACK MCDONALD,3662326.91
WATERS,3557871.01
FTS FOREST TECHNOLOGY SYSTEMS,3483984.71
ELSEVIER,3432573.25
ORACLE CANADA,3416335.62
AIR LIQUIDE CANADA,3163878.12
TEKSYSTEMS CANADA,3100681.78
CDW CANADA,3039988.99
MOTOROLA SOLUTIONS CANADA,2892339.20
C D NOVA TECH,2880430.38
TOROMONT,2821887.35
VAISALA OYJ,2800408.75
LAKESHORE HELICOPTERS,2793643.39
GREAT SLAVE HELICOPTERS,2678443.26
ALTIS HUMAN RESOURCES,2674484.45
DASCO EQUIPMENT,2671730.92
AQUATIC INFORMATICS,2582756.23
NORTHERN MICRO,2568240.89
TOURE CLEANING SERVICES,2547742.06
NISHA TECHONOLOGIES,2530719.37
CORADIX TECHNOLOGY CONSULTING,2385186.47
TELECOM COMPUTER SERVICES,2379635.75
TAG HR,2329563.19
TRM TECHNOLOGIES,2212764.41
LUMINA IT,2204530.73
JOSEPH ELIE,2170520.92
TALIGENT CONSULTING,2169995.56
LANGUAGE RESEARCH DEVELOPMENT GROUP,2167725.03
CUMMINS CANADA,2161917.26
ECOLE DE LANGUES LA CITE,2102690.40
VERITAAQ TECHNOLOGY HOUSE,2086169.42
MAPLESOFT CONSULTING,2067904.76
MOBILE RESOURCE GROUP,2028336.75
YELLOWHEAD HELICOPTERS,1914703.75
LOTEK WIRELESS,1914339.25
TEKNION,1906125.47
BELL CANADA,1785439.68
PURESPIRIT SOLUTIONS,1780611.58
FELIX TECHNOLOGY,1746203.08
CUSTOM HELICOPTERS,1745017.07
HELI LIFT INTERNATIONAL,1643245.06
PROCOM CONSULTANTS,1617213.65
GARTNER,1497514.15
SHI CANADA,1488608.06
CBCL,1485653.01
PCL CONSTRUCTORS,1480300.00
MDOS CONSULTING,1454030.02
HYPERTEC,1437151.75
AECOM,1375940.37
PRA,1360233.66
CANADA POST,1292639.16
LIONBRIDGE,1271054.74
DELOITTE,1255351.41
SYSTEMSCOPE,1239224.65
TERAMACH TECHNOLOGIES,1190421.10
ALS CANADA,1166267.12
IFATHOM,1160748.67
BDO CANADA,1129565.59
RISK SCIENCES INTERNATIONAL,1115513.62
JOHNSON CONTROLS,1090585.45
S P GLOBAL MARKET INTELLIGENCE,1073567.75
