d_fiscal_year,total,total_constant_2019_dollars
2017-2018,147420775.43,151919794.17
2018-2019,137256733.82,139659171.88
2019-2020,166104855.12,164420681.62
2020-2021,178452083.79,169767707.33
2021-2022,202970052.91,187851639.97
2022-2023,229994277.28,205318385.43
