d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,62411.64,64028.93
0_other,2018-2019,7398.49,7513.55
1_facilities_and_construction,2017-2018,47095047.34,48306489.44
1_facilities_and_construction,2018-2019,44294400.22,44976422.39
1_facilities_and_construction,2019-2020,42977646.17,42566339.72
1_facilities_and_construction,2020-2021,46213783.72,43918622.74
1_facilities_and_construction,2021-2022,48992321.56,45376920.67
10_office_management,2017-2018,4599631.71,4717641.65
10_office_management,2018-2019,3450095.14,3501414.65
10_office_management,2019-2020,5863237.28,5792260.91
10_office_management,2020-2021,2576793.99,2446907.46
10_office_management,2021-2022,4519978.99,4152532.66
2_professional_services,2017-2018,38719437.07,39705799.47
2_professional_services,2018-2019,36606951.03,37125451.62
2_professional_services,2019-2020,40989892.60,40537351.31
2_professional_services,2020-2021,48208662.01,45771929.20
2_professional_services,2021-2022,54430387.68,50295862.68
3_information_technology,2017-2018,19162046.22,19652937.62
3_information_technology,2018-2019,21137455.74,21440665.56
3_information_technology,2019-2020,24930568.63,24644974.28
3_information_technology,2020-2021,30484870.74,28934726.07
3_information_technology,2021-2022,38056220.97,35194307.02
4_medical,2017-2018,42285.65,43394.19
4_medical,2018-2019,89342.48,90473.99
4_medical,2019-2020,55132.45,55075.50
4_medical,2020-2021,27485.81,26240.08
4_medical,2021-2022,36962.90,34076.09
5_transportation_and_logistics,2017-2018,11999026.60,12305476.12
5_transportation_and_logistics,2018-2019,6534735.90,6624856.35
5_transportation_and_logistics,2019-2020,15051783.85,14908072.27
5_transportation_and_logistics,2020-2021,14576879.21,13853407.03
5_transportation_and_logistics,2021-2022,19596110.91,18082092.58
6_industrial_products_and_services,2017-2018,22061573.61,22613419.75
6_industrial_products_and_services,2018-2019,21311761.42,21601555.69
6_industrial_products_and_services,2019-2020,27668399.52,27342214.05
6_industrial_products_and_services,2020-2021,26725856.23,25385672.14
6_industrial_products_and_services,2021-2022,24653202.26,22729826.11
7_travel,2017-2018,131585.59,134856.31
7_travel,2018-2019,490639.36,497953.59
7_travel,2019-2020,237312.06,235892.78
7_travel,2020-2021,19882.31,18901.52
7_travel,2021-2022,57096.06,52861.21
8_security_and_protection,2017-2018,3511051.55,3601919.95
8_security_and_protection,2018-2019,808628.36,821461.30
8_security_and_protection,2019-2020,4054901.89,4014985.31
8_security_and_protection,2020-2021,3870263.62,3675306.94
8_security_and_protection,2021-2022,3318102.31,3076243.49
9_human_capital,2017-2018,3332701.81,3416723.27
9_human_capital,2018-2019,4250083.06,4309591.43
9_human_capital,2019-2020,4689915.24,4637836.44
9_human_capital,2020-2021,4616819.56,4384843.24
9_human_capital,2021-2022,6438039.31,5942228.17
