d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,47163429.30332041
1_facilities_and_construction,2018-2019,44304141.75321488
1_facilities_and_construction,2019-2020,42803115.503904186
1_facilities_and_construction,2020-2021,46221162.81845189
10_office_management,2017-2018,5296591.449332999
10_office_management,2018-2019,4008351.772084224
10_office_management,2019-2020,6482980.0634023165
10_office_management,2020-2021,2924476.9239241797
2_professional_services,2017-2018,39537306.28476797
2_professional_services,2018-2019,38316743.43448295
2_professional_services,2019-2020,44758014.46187134
2_professional_services,2020-2021,52966212.32806645
3_information_technology,2017-2018,17399056.54037845
3_information_technology,2018-2019,18472125.17094306
3_information_technology,2019-2020,19746529.162904676
3_information_technology,2020-2021,24151994.624732044
4_medical,2017-2018,42285.652846347606
4_medical,2018-2019,89342.48174863389
4_medical,2019-2020,55132.44825136612
4_medical,2020-2021,27485.81
5_transportation_and_logistics,2017-2018,11988527.65432313
5_transportation_and_logistics,2018-2019,6589078.170537555
5_transportation_and_logistics,2019-2020,15048267.354905723
5_transportation_and_logistics,2020-2021,14446724.862281028
6_industrial_products_and_services,2017-2018,22061573.611233164
6_industrial_products_and_services,2018-2019,21278794.750308845
6_industrial_products_and_services,2019-2020,27759249.95873699
6_industrial_products_and_services,2020-2021,26725856.22618522
7_travel,2017-2018,131585.59427859235
7_travel,2018-2019,490639.35686471843
7_travel,2019-2020,237312.0572665646
7_travel,2020-2021,19882.30964467005
8_security_and_protection,2017-2018,3511051.5467879176
8_security_and_protection,2018-2019,834399.1635089141
8_security_and_protection,2019-2020,4054901.886549671
8_security_and_protection,2020-2021,3870263.6194262966
9_human_capital,2017-2018,3569507.744779541
9_human_capital,2018-2019,4553364.663638666
9_human_capital,2019-2020,5287274.420939859
9_human_capital,2020-2021,5535366.173703076
NA,2017-2018,6071.080000000001
NA,2018-2019,24433.579999999998
NA,2019-2020,161474.61884931507
