d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,22765.05
10_office_management,2017-2018,14627.849999999999
10_office_management,2018-2019,43885.06738108799
10_office_management,2019-2020,49120.628818722165
10_office_management,2020-2021,53026.262619763904
2_professional_services,2017-2018,664795.1507178587
2_professional_services,2018-2019,971691.7039524638
2_professional_services,2019-2020,1298257.0436244598
2_professional_services,2020-2021,1191910.238580433
3_information_technology,2017-2018,699602.6464629889
3_information_technology,2018-2019,1183405.3236527462
3_information_technology,2019-2020,879675.6650287244
3_information_technology,2020-2021,1643245.037100624
5_transportation_and_logistics,2017-2018,49813.490495993865
5_transportation_and_logistics,2018-2019,198946.08476534297
5_transportation_and_logistics,2019-2020,181893.9298194946
5_transportation_and_logistics,2020-2021,157491.61000000002
6_industrial_products_and_services,2017-2018,25945.852251302647
6_industrial_products_and_services,2018-2019,118304.10864424102
6_industrial_products_and_services,2019-2020,117789.3291731173
6_industrial_products_and_services,2020-2021,94291.53677610915
9_human_capital,2018-2019,66898.75
9_human_capital,2019-2020,116635.59
9_human_capital,2020-2021,113876.05
